,subject,session,task,run,space,directory,fullpath,edgefrac,hfc,gmp
61,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.3612394335648394,0.5473684210526316,0.2549019607843137
62,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.37387354773276904,0.18947368421052632,0.3563448868519049
63,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.27742649564337835,0.056140350877192984,0.6233140655105973
64,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.322783262640543,0.1192982456140351,0.54535666218035
65,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.3536823301663679,0.45614035087719296,0.39449169704333736
66,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.2893500797996069,0.5263157894736842,0.5580182529335072
67,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.3776758732025898,0.3508771929824562,0.4520422212023864
68,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.2999162244164595,0.47017543859649125,0.3707627118644068
69,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.3630498053832591,0.03508771929824561,0.512
70,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.29100083684197514,0.16842105263157897,0.5700497221409769
71,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.3690580035715315,0.5403508771929825,0.520794537554314
72,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.39097286152883975,0.25263157894736843,0.4670072371221797
73,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.3046383753982644,0.5263157894736842,0.5609487038058467
74,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.37350291712457034,0.6385964912280703,0.5070901871809416
75,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.3552444396772005,0.46315789473684216,0.2606679035250464
76,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.42595737133744277,0.6456140350877193,0.27
77,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.3541000175408024,0.14035087719298245,0.5178936605316974
78,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.35155604270863544,0.1473684210526316,0.46158256880733944
79,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.2967472870286876,0.1192982456140351,0.6342986939239069
80,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.30781485198700664,0.16842105263157897,0.5675355450236966
