,subject,session,run,task,space,directory,fullpath,edgefrac,hfc
67,01,,,1back,MNI152NLin2009cAsym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,0.3725280752978332,0.624561403508772
68,01,,,1back,MNI152NLin2009cAsym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,0.2950525575744632,0.16842105263157897
69,01,,,1back,MNI152NLin2009cAsym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,0.33612365667116234,0.45614035087719296
70,01,,,1back,MNI152NLin2009cAsym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,0.3663278397001,0.5614035087719298
71,01,,,1back,MNI152NLin2009cAsym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,0.36281782477290986,0.5824561403508772
72,01,,,1back,MNI152NLin2009cAsym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,0.37270888864948504,0.5333333333333334
73,01,,,1back,MNI152NLin2009cAsym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,0.3629251077420298,0.24561403508771928
74,01,,,1back,MNI152NLin2009cAsym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,0.3546033956104619,0.1543859649122807
75,01,,,1back,MNI152NLin2009cAsym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,0.3585446659752422,0.16140350877192983
76,01,,,1back,MNI152NLin2009cAsym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,0.40109907044625404,0.9122807017543859
